Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Code,Priority_Code,Payment_Mode_Encoded
S431167,O52271,C1443,Fatima Noor,John@Example.Com,917284979461,Unknown,Usa,East,110001.0,P3581,Tablet,Unknown,61.37936302487676,12.0,2935.617099354375,52705.98887664019,2025-01-28,2025-09-12,2.0,Pending,Rail,V734,Mr. Lee,Bike,R376,7561.095207931837,1979.575092628176,Warehouse B,South Hub,Mr. Khan,High,Unknown,Yes,Not Returned,No Remarks,35227.4051922525,227 days,0.2618106290410861,45144.893668708355,Yes,Urgent,0.0,3.0,5
S295262,O43244,C4776,John Doe,,916509271641,Mumbai,Usa,South,0.0,P5398,Charger,Furniture,9.30500395416599,10.0,3608.377160774864,12163.06652983601,2022-02-18,2022-11-28,14.0,Unknown,Road,V488,Mrs. Patel,Bike,R987,7342.820680526852,1006.8520125604368,Hub C,Central,Unknown,High,Debit,Unknown,Pending,Handle With Care,36083.77160774864,283 days,0.13712060478755891,4820.245849309159,Yes,Urgent,3.0,3.0,3
S319167,O17352,C4140,John Doe,John@Example.Com,918275409033,Bangalore,Unknown,East,110001.0,P9873,Headphones,Furniture,30.772103174474005,13.0,4140.753897801966,169264.584847676,2021-05-27,2023-12-13,11.0,Delayed,Unknown,V823,Mr. Lee,Truck,R115,8170.9595009805425,1142.2818193000303,Hub C,Unknown,Mr. Patel,Unknown,Unknown,Yes,Returned,Handle With Care,53829.80067142555,930 days,0.1397977580433427,161093.62534669545,Yes,,0.0,0.0,5
S784416,O61980,C5514,Li Wei,Amit@Gmail.Com,917414188485,Bangalore,Unknown,West,0.0,P2296,Charger,Electronics,14.379639134878165,16.0,3897.80055290155,14882.343104953285,2021-08-04,2025-01-07,10.0,Pending,Road,V424,Unknown,Cargo,R645,3598.151841574784,92.2567103786578,Warehouse A,Central,Unknown,Medium,Credit,Unknown,Pending,No Remarks,62364.8088464248,1252 days,0.025640027002940567,11284.1912633785,Yes,Normal,2.0,2.0,2
S969086,O23093,C2507,Li Wei,John@Example.Com,916887564626,Chennai,Unknown,East,560001.0,P3623,Headphones,Clothing,52.51191652350841,5.0,4318.381124021914,147443.16319598138,2021-02-01,2021-07-16,13.0,Delivered,Air,V768,Mr. Lee,Bike,R921,3087.753105059869,860.6044895169268,Warehouse B,Central,Ms. Verma,Medium,Upi,Yes,Returned,Check Packaging,21591.90562010957,165 days,0.2787154478467411,144355.4100909215,Yes,Normal,4.0,2.0,6
S359073,O98946,C7885,Not Provided,,916018117895,Delhi,Usa,South,400001.0,P8960,Laptop,Furniture,96.58038729091864,1.0,4376.729227010814,31450.408093751343,2020-09-25,2024-03-10,12.0,Delivered,Ship,V879,Mr. Rao,Truck,R604,6663.056267014754,1456.7019584324769,Hub C,North Hub,Mr. Khan,Low,Cash,Unknown,Not Returned,Check Packaging,4376.729227010814,1262 days,0.21862369159987935,24787.351826736587,Yes,Low Priority,1.0,1.0,1
S779979,O62907,C6098,Michael Brown,,918773347155,Unknown,India,North,400001.0,P3354,Mobile,Unknown,33.4243534728386,7.0,3191.0231972650536,136546.12686932215,2025-01-24,2025-04-08,1.0,Pending,Ship,V928,Mr. Rao,Bike,R674,1614.6383821861866,1756.9267606299247,Warehouse B,South Hub,Mr. Khan,Low,Credit,No,Unknown,Check Packaging,22337.162380855374,74 days,1.0881239911137766,134931.48848713597,Yes,Low Priority,2.0,1.0,2
S919464,O54680,C7545,Amit Kumar,,917889316663,Chennai,Usa,East,600001.0,P9685,Laptop,Food,86.68452650460605,6.0,523.4605678022331,148242.9734891228,2023-06-25,2024-09-27,2.0,Delayed,Unknown,V738,Mrs. Patel,Cargo,R120,1274.6931179776243,1678.0809125988496,Unknown,Central,Mr. Patel,Medium,Card,Yes,Returned,Handle With Care,3140.7634068133984,460 days,1.3164587530379264,146968.2803711452,Yes,Normal,0.0,2.0,0
S412771,O53405,C7027,Not Provided,Amit@Gmail.Com,917997346423,Mumbai,Uk,East,560001.0,P5089,Mobile,Accessories,81.638412131256,7.0,286.0315640363282,33111.50560680302,2021-01-29,2021-04-18,9.0,Delivered,Road,V491,Mr. Rao,Truck,R690,3087.753105059869,490.7450036521326,Warehouse B,South Hub,Ms. Verma,Low,Credit,No,Unknown,No Remarks,2002.2209482542971,79 days,0.15893272128783673,30023.752501743147,Yes,Low Priority,2.0,1.0,2
S144065,O10550,C2796,John Doe,,917449146863,Mumbai,Usa,North,560001.0,P4864,Headphones,Food,7.867442847541991,10.0,866.0408676854231,92774.50402594823,2023-11-09,2024-03-20,11.0,Delayed,Rail,V235,Ms. Sharma,Truck,R480,3087.753105059869,168.366458425427,Hub C,South Hub,Mr. Patel,Medium,Card,Yes,Not Returned,Delayed Delivery,8660.408676854231,132 days,0.0545271764602962,89686.75092088837,Yes,Normal,0.0,2.0,0
S549198,O94665,C7168,Amit Kumar,John@Example.Com,917462295883,Mumbai,India,South,110001.0,P3089,Headphones,Clothing,36.16733999015513,9.0,3545.305278534692,189268.7574281701,2022-07-30,2024-10-15,3.0,Delayed,Ship,V147,Mr. Lee,Bike,R534,1104.4280670263602,1942.6544828863225,Warehouse A,Unknown,Mr. Patel,Unknown,Debit,No,Not Returned,Check Packaging,31907.74750681223,808 days,1.7589687738712239,188164.32936114373,Yes,,3.0,0.0,3
S960995,O48870,C3987,Amit Kumar,,917965381658,Unknown,Uk,West,0.0,P1826,Tablet,Furniture,59.44524960177323,5.0,2634.015917438526,103142.16694630009,2020-04-14,2025-02-17,14.0,Unknown,Unknown,V108,Mr. Lee,Bike,R313,5468.34161852126,419.635431707086,Unknown,Central,Ms. Verma,High,Credit,No,Not Returned,No Remarks,13170.07958719263,1770 days,0.07673906660947842,97673.82532777883,Yes,Urgent,2.0,3.0,2
S494943,O18771,C3849,Amit Kumar,Amit@Gmail.Com,918403644606,Chennai,India,East,0.0,P3514,Headphones,Accessories,86.68452650460605,1.0,3437.707851730763,197255.3224843835,2023-04-27,2024-07-05,10.0,Delayed,Road,V926,Unknown,Cargo,R706,7753.704802499183,385.69279028999273,Warehouse A,Unknown,Unknown,High,Online,Yes,Unknown,Check Packaging,3437.707851730763,435 days,0.049743032539190275,189501.61768188432,Yes,Urgent,0.0,3.0,4
S522663,O57663,C5346,Michael Brown,Amit@Gmail.Com,917631570672,Unknown,Uk,West,400001.0,P8957,Unknown,Furniture,16.023854724022435,11.0,3619.05414454862,49172.273018740205,2023-10-23,2024-09-08,13.0,Unknown,Unknown,V557,Mrs. Patel,Van,R256,3219.920605891895,1142.2818193000303,Warehouse B,South Hub,Mr. Khan,Low,Cash,No,Not Returned,Delayed Delivery,39809.59559003482,321 days,0.354754653642656,45952.35241284831,Yes,Low Priority,1.0,1.0,1
S502572,O96304,C7728,Michael Brown,Amit@Gmail.Com,917610468988,Chennai,Uk,Unknown,110001.0,P1176,Unknown,Clothing,86.68452650460605,4.0,1937.4876677627856,126046.97541719936,2021-04-02,2023-03-31,5.0,Delayed,Rail,V184,Mr. Rao,Truck,R254,8607.49252558509,796.7421056073109,Warehouse B,North Hub,Ms. Verma,Unknown,Debit,No,Not Returned,No Remarks,7749.950671051142,728 days,0.09256378710048926,117439.48289161426,Yes,,3.0,0.0,3
S273488,O85711,C1357,Li Wei,,918280565783,Mumbai,Uk,South,400001.0,P4701,Charger,Unknown,33.4243534728386,14.0,676.4538978214792,95960.8310986921,2020-12-07,2021-01-07,12.0,Delivered,Ship,V353,Mr. Lee,Cargo,R222,4457.789666068535,939.1455906329757,Warehouse A,South Hub,Mr. Patel,Unknown,Upi,Unknown,Not Returned,Delayed Delivery,9470.354569500709,31 days,0.21067516885812107,91503.04143262356,Yes,,4.0,0.0,6
S320931,O48239,C9678,Jane Smith,Amit@Gmail.Com,918309029058,Unknown,Usa,East,560001.0,P1470,Unknown,Clothing,52.246768107192175,15.0,3014.228372520391,33976.37038038645,2023-09-05,2025-03-21,13.0,Pending,Rail,V563,Mrs. Patel,Cargo,R351,7464.945846238535,1003.3030524525524,Warehouse A,Central,Unknown,High,Credit,No,Returned,Handle With Care,45213.42558780587,563 days,0.1344019197350374,26511.424534147915,Yes,Urgent,2.0,3.0,2
S724473,O79864,C5115,John Doe,John@Example.Com,917042182441,Mumbai,Uk,North,600001.0,P3830,Mobile,Food,21.62774151248848,14.0,1470.172567114906,14882.343104953285,2023-09-04,2025-01-27,13.0,In Transit,Unknown,V393,Unknown,Cargo,R978,1320.6811082606414,1939.5087039777627,Warehouse B,Unknown,Mr. Khan,High,Card,No,Not Returned,Handle With Care,20582.415939608683,511 days,1.4685670082251177,13561.661996692643,Yes,Urgent,0.0,3.0,0
S104509,O30256,C8724,Michael Brown,Amit@Gmail.Com,916665667703,Chennai,India,Unknown,110001.0,P6713,Laptop,Clothing,1.0494506537984387,6.0,494.0543596261738,6111.4382736409925,2020-08-29,2022-11-27,0.0,Pending,Unknown,V538,Ms. Sharma,Cargo,R741,7392.572989838913,419.635431707086,Warehouse B,South Hub,Mr. Patel,Unknown,Upi,Unknown,Not Returned,Check Packaging,2964.326157757043,820 days,0.05676446242517655,-1281.1347161979202,No,,4.0,0.0,6
S557311,O26336,C8704,Michael Brown,,916006586487,Unknown,Unknown,North,600001.0,P4111,Unknown,Food,77.2413994952516,1.0,2036.6726209806648,94641.0785219888,2024-01-14,2024-05-25,13.0,Delivered,Unknown,V329,Mr. Rao,Van,R484,4582.846229073827,1779.5949701260106,Warehouse A,South Hub,Ms. Verma,Medium,Card,No,Unknown,No Remarks,2036.6726209806648,132 days,0.3883165354395185,90058.23229291498,Yes,Normal,0.0,2.0,0
S177909,O91510,C5672,Jane Smith,Amit@Gmail.Com,916840392813,Mumbai,Usa,East,600001.0,P5094,Mobile,Furniture,33.4243534728386,5.0,1206.7690414433216,183271.3434087892,2021-05-29,2022-02-20,1.0,In Transit,Unknown,V196,Ms. Sharma,Bike,R689,5468.34161852126,1843.1615920235856,Warehouse B,South Hub,Ms. Verma,Medium,Cash,Yes,Not Returned,Check Packaging,6033.845207216608,267 days,0.3370604326878192,177803.00179026794,Yes,Normal,1.0,2.0,1
S662220,O80299,C4446,Amit Kumar,Amit@Gmail.Com,916267833940,Chennai,Uk,East,0.0,P9684,Tablet,Electronics,30.772103174474005,13.0,2445.1136839385704,177191.33481676033,2020-02-25,2020-10-13,11.0,Delayed,Air,V327,Ms. Sharma,Truck,R979,976.353442169996,738.6984001823912,Unknown,South Hub,Ms. Verma,Medium,Card,Unknown,Pending,Delayed Delivery,31786.477891201415,231 days,0.7565891287693889,176214.98137459034,Yes,Normal,0.0,2.0,0
S127624,O92055,C7912,Fatima Noor,,918354594672,Chennai,India,North,560001.0,P2173,Laptop,Electronics,56.34708115816488,13.0,4232.453207992935,72897.15579025428,2020-11-19,2023-03-17,10.0,Delayed,Air,V793,Unknown,Truck,R606,8565.430963853194,1756.9267606299247,Warehouse B,Unknown,Mr. Patel,Low,Card,Yes,Pending,Check Packaging,55021.89170390816,848 days,0.20511831430832805,64331.72482640109,Yes,Low Priority,0.0,1.0,0
S275655,O10035,C7918,Fatima Noor,,918916912391,Chennai,Uk,West,600001.0,P1633,Tablet,Furniture,5.1218160656397735,1.0,3897.80055290155,192457.5094672196,2021-10-14,2025-06-22,0.0,Delayed,Air,V800,Mr. Lee,Cargo,R813,4457.789666068535,1314.8118919004055,Warehouse A,Central,Unknown,High,Upi,Unknown,Not Returned,No Remarks,3897.80055290155,1347 days,0.2949470455971467,187999.71980115108,No,Urgent,4.0,3.0,6
S288810,O45131,C8151,Michael Brown,,917580488226,Mumbai,Uk,East,0.0,P9104,Headphones,Electronics,81.638412131256,1.0,523.4605678022331,18874.57944789831,2020-05-18,2024-09-01,4.0,Delayed,Air,V311,Ms. Sharma,Bike,R914,880.2333472241612,320.2241976241424,Warehouse B,North Hub,Mr. Khan,Low,Cash,Yes,Not Returned,Handle With Care,523.4605678022331,1567 days,0.363794667214072,17994.34610067415,Yes,Low Priority,1.0,1.0,1
S771580,O32215,C9784,Michael Brown,,919159895636,Mumbai,Usa,West,110001.0,P8108,Laptop,Food,43.47852935489052,11.0,3146.5043766263207,197133.6253956152,2021-06-26,2023-12-02,3.0,Cancelled,Unknown,V974,Mr. Rao,Van,R771,8217.077304198368,1961.602136056614,Warehouse A,South Hub,Mr. Khan,High,Unknown,Yes,Not Returned,Delayed Delivery,34611.54814288953,889 days,0.2387226094434293,188916.54809141683,Yes,Urgent,0.0,3.0,5
S913522,O12080,C1202,John Doe,,919322247597,Bangalore,Uk,Unknown,0.0,P6867,Charger,Electronics,11.235196985833792,9.0,866.0408676854231,50746.4205647399,2020-04-21,2022-02-04,12.0,Pending,Air,V236,Mr. Rao,Van,R623,4457.789666068535,1779.5949701260106,Hub C,South Hub,Ms. Verma,High,Unknown,No,Not Returned,Delayed Delivery,7794.367809168808,654 days,0.3992101699350682,46288.63089867136,Yes,Urgent,0.0,3.0,5
S931553,O78802,C4906,John Doe,,916099080618,Mumbai,Uk,Unknown,560001.0,P6973,Laptop,Furniture,77.21123440547882,4.0,1958.8219570611548,32793.98709345699,2020-09-25,2023-01-20,1.0,Delayed,Unknown,V642,Unknown,Truck,R227,3598.151841574784,738.6984001823912,Warehouse B,Central,Mr. Patel,High,Cash,Yes,Pending,Handle With Care,7835.287828244619,847 days,0.2052993961086114,29195.835251882207,Yes,Urgent,1.0,3.0,1
S441749,O63411,C1073,Jane Smith,Amit@Gmail.Com,917394637968,Chennai,Usa,South,110001.0,P6021,Unknown,Accessories,12.642804367055492,19.0,2445.1136839385704,40153.38223915544,2021-03-04,2024-10-25,8.0,Cancelled,Ship,V675,Mrs. Patel,Truck,R591,9895.221281762551,643.2002564090315,Warehouse A,Unknown,Ms. Verma,Low,Debit,Unknown,Returned,No Remarks,46457.15999483284,1331 days,0.0650010988227707,30258.16095739289,Yes,Low Priority,3.0,1.0,3
S317726,O39456,C2084,Michael Brown,,917166960319,Chennai,Unknown,West,600001.0,P6744,Headphones,Unknown,66.42096729322121,11.0,582.118253691674,18874.57944789831,2025-05-15,2025-09-03,0.0,In Transit,Rail,V342,Mr. Lee,Truck,R268,6919.232083134686,474.5804866864273,Hub C,North Hub,Mr. Khan,Unknown,Online,Unknown,Not Returned,Check Packaging,6403.300790608414,111 days,0.0685886065078227,11955.347364763626,No,,0.0,0.0,4
S751534,O51361,C8001,Fatima Noor,Amit@Gmail.Com,916740229475,Mumbai,Uk,South,0.0,P6960,Charger,Furniture,73.3333972102348,5.0,2501.315203724154,171743.22888578053,2021-02-02,2021-11-10,10.0,Unknown,Air,V414,Mr. Lee,Truck,R627,6203.769967791608,490.7450036521326,Warehouse B,North Hub,Mr. Khan,Low,Debit,Unknown,Unknown,Check Packaging,12506.57601862077,281 days,0.07910431982487351,165539.45891798893,Yes,Low Priority,3.0,1.0,3
S174269,O20015,C5915,Fatima Noor,,918140263831,Mumbai,India,West,0.0,P5416,Tablet,Accessories,16.021454773452163,18.0,2634.015917438526,183930.7372013707,2022-07-25,2024-01-21,3.0,Cancelled,Rail,V893,Mrs. Patel,Cargo,R536,9983.976999460425,709.6553950141215,Unknown,Unknown,Ms. Verma,Medium,Unknown,Yes,Not Returned,No Remarks,47412.286513893465,545 days,0.07107943007605828,173946.76020191028,Yes,Normal,0.0,2.0,5
S850158,O84912,C7395,Not Provided,,916677731528,Delhi,Usa,North,110001.0,P1284,Headphones,Food,59.44524960177323,9.0,4318.381124021914,113440.86770462616,2020-01-18,2020-06-09,0.0,Pending,Ship,V285,Unknown,Bike,R377,4527.669155469163,1756.9267606299247,Unknown,South Hub,Mr. Khan,Unknown,Card,Yes,Pending,No Remarks,38865.430116197225,143 days,0.38804221339972655,108913.198549157,No,,0.0,0.0,0
S135101,O20741,C8840,Li Wei,Amit@Gmail.Com,918962188472,Unknown,Uk,South,600001.0,P2790,Unknown,Accessories,10.218375343635197,10.0,1470.172567114906,121613.61499720452,2021-01-07,2025-08-30,12.0,Cancelled,Air,V166,Mr. Rao,Cargo,R292,586.5309851562531,1229.7417935193005,Warehouse B,Unknown,Mr. Patel,Low,Credit,Yes,Returned,Check Packaging,14701.72567114906,1696 days,2.096635684458673,121027.08401204828,Yes,Low Priority,2.0,1.0,2
S347830,O45062,C4345,Amit Kumar,,917693002867,Chennai,Usa,Unknown,400001.0,P6203,Unknown,Electronics,1.0494506537984387,9.0,3232.275874206702,34984.629437934826,2023-06-20,2025-09-26,14.0,Delayed,Air,V922,Ms. Sharma,Cargo,R999,1209.5034005447242,333.7242436247887,Warehouse A,Central,Ms. Verma,Unknown,Online,Unknown,Returned,Handle With Care,29090.48286786032,829 days,0.2759184004563272,33775.1260373901,Yes,,0.0,0.0,4
S643069,O22176,C1878,Michael Brown,,917028547823,Unknown,Usa,East,560001.0,P1616,Unknown,Accessories,7.917789046137197,12.0,3316.075935425896,190827.3003922336,2020-03-07,2025-02-22,0.0,Delayed,Ship,V747,Ms. Sharma,Cargo,R346,363.91147683697153,558.3356878130787,Warehouse A,Unknown,Mr. Khan,High,Card,Unknown,Not Returned,Check Packaging,39792.91122511076,1813 days,1.534262377944203,190463.38891539662,No,Urgent,0.0,3.0,0
S909372,O67081,C3642,Not Provided,,918319571777,Mumbai,Usa,North,560001.0,P5778,Headphones,Unknown,31.51525207089639,6.0,1242.7503282923385,62335.441039422105,2021-04-24,2024-09-16,9.0,Delivered,Rail,V299,Mr. Lee,Cargo,R299,7599.699296509487,107.63480635290377,Hub C,Unknown,Ms. Verma,Unknown,Online,No,Returned,No Remarks,7456.501969754031,1241 days,0.014163034898280781,54735.74174291262,Yes,,0.0,0.0,4
S887935,O51133,C8306,John Doe,,919064429251,Delhi,India,South,400001.0,P7414,Laptop,Accessories,5.000115246598537,13.0,843.7059873305701,94641.0785219888,2021-05-28,2024-08-21,5.0,Cancelled,Road,V883,Unknown,Van,R746,2321.3171458743936,1134.7870626084311,Hub C,Central,Ms. Verma,High,Upi,No,Returned,Delayed Delivery,10968.17783529741,1181 days,0.48885481444241846,92319.76137611442,Yes,Urgent,4.0,3.0,6
S241360,O27615,C2534,Fatima Noor,,916353230238,Delhi,Uk,East,110001.0,P2952,Tablet,Food,60.06651917760514,7.0,3608.377160774864,147017.13630754218,2020-02-14,2024-06-10,7.0,Pending,Rail,V721,Mrs. Patel,Bike,R761,7392.572989838913,1808.2833862035127,Hub C,Central,Unknown,Low,Online,Unknown,Not Returned,No Remarks,25258.640125424048,1578 days,0.24460812070289967,139624.56331770326,Yes,Low Priority,0.0,1.0,4
S208294,O92146,C4839,Amit Kumar,,916687947387,Mumbai,Unknown,North,600001.0,P8807,Unknown,Accessories,86.37879087462156,10.0,3014.228372520391,121613.61499720452,2021-12-03,2022-07-31,7.0,Delayed,Air,V401,Unknown,Truck,R850,1274.6931179776243,490.7450036521326,Warehouse B,Central,Mr. Khan,Unknown,Debit,Yes,Not Returned,Delayed Delivery,30142.28372520391,240 days,0.38499070617932607,120338.9218792269,Yes,,3.0,0.0,3
S107774,O75164,C7331,Amit Kumar,,918269319792,Bangalore,Usa,Unknown,110001.0,P1108,Tablet,Accessories,77.2413994952516,11.0,3887.72519106764,18874.57944789831,2022-06-20,2025-07-06,14.0,Pending,Ship,V829,Ms. Sharma,Bike,R703,976.353442169996,1808.2833862035127,Hub C,Unknown,Mr. Khan,Medium,Debit,Unknown,Returned,Handle With Care,42764.97710174404,1112 days,1.852078671617636,17898.226005728317,Yes,Normal,3.0,2.0,3
S320414,O54160,C2676,Fatima Noor,,917538607533,Bangalore,Uk,North,110001.0,P4786,Charger,Electronics,2.548157182432344,2.0,3703.999549743543,110595.09146370173,2020-12-13,2021-10-24,12.0,In Transit,Rail,V287,Mr. Lee,Truck,R336,7342.820680526852,1114.660510613214,Warehouse B,South Hub,Ms. Verma,Unknown,Upi,Yes,Not Returned,Check Packaging,7407.999099487086,315 days,0.15180276886909302,103252.27078317487,Yes,,4.0,0.0,6
S858750,O71389,C1566,Amit Kumar,,919260394257,Mumbai,India,Unknown,400001.0,P1820,Mobile,Furniture,20.27221031265016,11.0,676.4538978214792,47175.32970533122,2021-03-05,2025-09-15,14.0,Unknown,Air,V192,Mr. Rao,Bike,R978,2556.84184777188,1861.9599008559655,Hub C,North Hub,Mr. Patel,High,Online,No,Unknown,Check Packaging,7440.992876036272,1655 days,0.7282264651912442,44618.48785755934,Yes,Urgent,0.0,3.0,4
S872495,O40986,C9267,Fatima Noor,,917673755180,Delhi,India,South,110001.0,P7616,Laptop,Accessories,52.51191652350841,17.0,4140.753897801966,52705.98887664019,2025-03-18,2025-08-23,2.0,Cancelled,Ship,V648,Mr. Lee,Truck,R351,9057.001815926433,1858.3740533142127,Warehouse B,Unknown,Mr. Patel,Unknown,Online,Unknown,Returned,Handle With Care,70392.81626263342,158 days,0.20518645033793903,43648.98706071376,Yes,,0.0,0.0,4
S599651,O27006,C5690,Amit Kumar,John@Example.Com,919988690767,Bangalore,Uk,East,600001.0,P6399,Unknown,Clothing,16.023854724022435,13.0,2634.015917438526,18874.57944789831,2023-05-07,2025-05-27,1.0,Unknown,Unknown,V427,Mr. Rao,Van,R888,5675.666106406118,1858.3740533142127,Warehouse A,North Hub,Ms. Verma,Medium,Debit,No,Not Returned,No Remarks,34242.206926700834,751 days,0.32742836144231036,13198.913341492193,Yes,Normal,3.0,2.0,3
S691776,O14947,C5040,Not Provided,,916217264948,Unknown,Usa,North,400001.0,P6147,Headphones,Food,47.48538505361395,16.0,2860.8017943795635,183930.7372013707,2020-01-31,2022-07-23,10.0,Delayed,Air,V220,Mr. Lee,Truck,R349,5468.34161852126,1808.2833862035127,Unknown,Unknown,Ms. Verma,High,Cash,Unknown,Unknown,Handle With Care,45772.828710073016,904 days,0.33068222732809177,178462.39558284945,Yes,Urgent,1.0,3.0,1
S597344,O98643,C6897,Amit Kumar,,919330960972,Mumbai,India,North,560001.0,P3004,Laptop,Unknown,18.893018324789946,15.0,4662.325816717454,194596.3121840462,2023-05-19,2025-08-11,5.0,Delayed,Rail,V923,Unknown,Van,R503,1108.012233119132,1053.6006661260592,Hub C,South Hub,Unknown,Low,Online,No,Pending,No Remarks,69934.8872507618,815 days,0.9508926297321643,193488.29995092706,Yes,Low Priority,0.0,1.0,4
S126463,O73451,C8689,Michael Brown,,917733350339,Delhi,Unknown,North,0.0,P9283,Mobile,Unknown,14.521960384988883,12.0,795.7657041279592,148242.9734891228,2021-03-18,2023-11-26,12.0,Delivered,Rail,V152,Unknown,Cargo,R596,976.353442169996,1463.6602901953722,Hub C,Unknown,Unknown,High,Debit,No,Unknown,Check Packaging,9549.188449535512,983 days,1.4991090592586138,147266.62004695283,Yes,Urgent,3.0,3.0,3
S825031,O27418,C4899,John Doe,,917105453580,Unknown,India,North,110001.0,P8762,Tablet,Accessories,43.47852935489052,11.0,3437.707851730763,167175.08618281968,2023-01-25,2025-01-24,1.0,Delayed,Unknown,V145,Unknown,Van,R899,4600.327884455801,1134.7870626084311,Hub C,South Hub,Mr. Khan,Medium,Credit,No,Returned,Delayed Delivery,37814.7863690384,730 days,0.24667525687523284,162574.7582983639,Yes,Normal,2.0,2.0,2
S943239,O86315,C7462,Michael Brown,,918987195972,Bangalore,Usa,East,600001.0,P8196,Headphones,Furniture,94.91411095670664,11.0,6627.01416275039,72897.15579025428,2022-01-30,2022-09-10,5.0,Pending,Rail,V281,Mrs. Patel,Bike,R171,1108.012233119132,1229.7417935193005,Hub C,South Hub,Unknown,Low,Card,Unknown,Not Returned,Check Packaging,72897.15579025428,223 days,1.1098630112209964,71789.14355713515,Yes,Low Priority,0.0,1.0,0
S110516,O72290,C9775,Not Provided,Amit@Gmail.Com,916028688997,Chennai,Unknown,Unknown,0.0,P5687,Headphones,Food,76.19811233738129,7.0,3351.5750642742523,140528.58311623166,2022-07-03,2025-05-19,3.0,Delayed,Rail,V310,Mr. Rao,Cargo,R970,5513.37518466548,579.5517679876584,Warehouse A,South Hub,Ms. Verma,High,Upi,Unknown,Returned,Handle With Care,23461.025449919765,1051 days,0.10511741874552334,135015.20793156617,Yes,Urgent,4.0,3.0,6
S226275,O16519,C6100,Michael Brown,John@Example.Com,917798164427,Chennai,India,East,0.0,P6521,Charger,Accessories,45.87896342959508,8.0,4712.281498228901,190827.3003922336,2021-09-27,2025-01-11,10.0,In Transit,Air,V338,Mr. Rao,Cargo,R369,8916.361692792909,1045.618889312698,Unknown,Unknown,Unknown,Unknown,Cash,Yes,Returned,Handle With Care,37698.25198583121,1202 days,0.11726968076652512,181910.93869944068,Yes,,1.0,0.0,1
S194914,O81825,C9169,Jane Smith,Amit@Gmail.Com,916549698297,Unknown,Uk,Unknown,560001.0,P4444,Headphones,Accessories,47.48538505361395,12.0,1261.2741334908098,79017.03622621998,2022-07-05,2022-10-21,8.0,Unknown,Road,V684,Unknown,Bike,R223,6919.232083134686,1886.765690457728,Hub C,Central,Mr. Khan,High,Card,Yes,Unknown,Check Packaging,15135.289601889719,108 days,0.27268426145968333,72097.80414308529,Yes,Urgent,0.0,3.0,0
S678169,O48725,C1275,Li Wei,John@Example.Com,916199437591,Unknown,India,West,600001.0,P7486,Charger,Accessories,96.97367046257358,10.0,247.931337549312,72713.96427958044,2021-01-06,2025-04-09,3.0,Delayed,Unknown,V499,Unknown,Truck,R312,7342.820680526852,959.3305987464664,Warehouse A,North Hub,Mr. Patel,Unknown,Debit,Yes,Not Returned,Check Packaging,2479.31337549312,1554 days,0.13064878477702846,65371.14359905359,Yes,,3.0,0.0,3
S493954,O69862,C2072,Li Wei,,918689453628,Unknown,India,South,560001.0,P2913,Mobile,Food,32.8703679109448,9.0,472.02821195246,47175.32970533122,2020-08-22,2021-04-09,12.0,Delayed,Air,V250,Mr. Lee,Cargo,R577,586.5309851562531,494.64818993831005,Warehouse B,Central,Mr. Patel,Medium,Credit,Yes,Returned,Delayed Delivery,4248.253907572141,230 days,0.8433453687131887,46588.798720174964,Yes,Normal,2.0,2.0,2
S701230,O94918,C7636,Fatima Noor,,917265734612,Unknown,Unknown,South,0.0,P9865,Unknown,Unknown,56.34708115816488,10.0,3014.228372520391,6111.4382736409925,2022-06-14,2025-04-21,12.0,Delivered,Road,V858,Ms. Sharma,Bike,R314,9768.548903378454,787.0087478115729,Unknown,South Hub,Unknown,Medium,Online,Unknown,Returned,No Remarks,30142.28372520391,1042 days,0.08056557382226809,-3657.1106297374617,Yes,Normal,0.0,2.0,4
S888981,O17221,C2077,John Doe,Amit@Gmail.Com,917829088728,Unknown,India,Unknown,560001.0,P1248,Laptop,Furniture,12.39962747086102,15.0,3897.80055290155,154723.2036324777,2020-06-22,2024-06-29,7.0,Pending,Rail,V615,Unknown,Van,R647,4582.846229073827,23.390088553611708,Warehouse B,South Hub,Ms. Verma,Low,Credit,Yes,Unknown,Handle With Care,58467.00829352325,1468 days,0.005103834469772018,150140.35740340388,Yes,Low Priority,2.0,1.0,2
S252284,O82868,C4191,Jane Smith,,919429693216,Mumbai,Uk,Unknown,0.0,P1883,Unknown,Furniture,62.51816361934201,18.0,440.30270132459583,113440.86770462616,2024-08-02,2025-03-11,11.0,Unknown,Ship,V484,Mr. Lee,Bike,R605,178.809622859355,1800.3713819788738,Hub C,Central,Mr. Patel,Medium,Upi,Unknown,Returned,Check Packaging,7925.448623842725,221 days,10.068649288494832,113262.05808176681,Yes,Normal,4.0,2.0,6
